gene_id	gene_name	log2FadultChange	log2CPM	baseMean	description
LOC101282742	PTDSS1	1.32	5.32	113.1	phosphatidylserine synthase 1
LOC101269767	UBXN4	1.26	5.25	124.56	UBX domain protein 4
LOC101283254	STAC	1.48	3.27	30.29	SH3 and cysteine rich domain
LOC101288867	SNX3	1.27	5.05	76.87	sorting nexin 3
LOC101287850	ARHGAP1	1.15	6.42	225.07	Rho GTPase activating protein 1
LOC101269184	ZFP64	1.3	4.18	59.75	ZFP64 zinc finger protein
LOC101272882	NRROS	-1.26	3.93	45.81	negative regulator of reactive oxygen species
LOC101281556	EDF1	0.94	4.78	88.63	endothelial differentiation related factor 1
LOC101276798	CRIP1	1.27	6.39	256.88	cysteine rich protein 1
LOC101270559	WAC	1.29	5.71	208.76	WW domain containing adaptor with coiled-coil
LOC101275734	HSF1	1.03	5.95	176.07	heat shock transcription factor 1
LOC101289456	HGFAC	2.2	2.66	15.76	HGF activator
LOC101282382	MCM5	1.48	4.74	70.59	minichromosome maintenance complex component 5
LOC101277493	SLC16A13	-1.35	3.63	32.36	solute carrier family 16 member 13
LOC101284785	PHGDH	1.69	5.25	108.26	phosphoglycerate dehydrogenase
LOC101286409	ENPP1	-1.24	4.68	74.24	ectonucleotide pyrophosphatase/phosphodiesterase 1
LOC101289615	AKIRIN2	0.96	5.04	69.23	akirin 2
LOC101270972	SBSPON	-2.86	3.45	31.39	somatomedin B and thrombospondin type 1 domain containing
LOC101272084	SMIM4	2.13	5.41	158.27	small integral membrane protein 4
LOC101280722	HECTD3	-0.94	5.61	144.58	HECT domain E3 ubiquitin protein ligase 3
LOC101279530	ATP2B1	-0.79	5.96	189.32	ATPase plasma membrane Ca2+ transporting 1
LOC101285126	RAB22A	1.16	6.03	190.52	RAB22A, member RAS oncogene family
LOC101286703	HNRNPUL1	0.86	8.11	702.02	heterogeneous nuclear ribonucleoprotein U like 1
LOC101287232	PRPF40B	-1.14	5.29	108.36	pre-mRNA processing factor 40 homolog B
LOC101269538	POLR2J	1.77	2.9	21.46	RNA polymerase II subunit J
LOC101275624	UBE2D2	1.2	5.03	118.15	ubiquitin conjugating enzyme E2 D2
LOC101289374	NAT8L	-2.19	2.74	26.22	N-acetyltransferase 8 like
C10H3orf62	C10H3orf62	-1.07	5.82	163.34	chromosome 10 C3orf62 homolog
LOC101274696	EIF3L	1.47	7.26	478.6	eukaryotic translation initiation factor 3 subunit L
LOC101272595	TET2	1.33	6.67	300.93	tet methylcytosine dioxygenase 2
LOC101282737	ITPR1	-1.17	7.3	463.27	inositol 1,4,5-trisphosphate receptor type 1
AOPEP	AOPEP	-0.86	6.76	382.33	aminopeptidase O (putative)
LOC101285109	WDR83OS	1.76	2.39	13.86	WD repeat domain 83 opposite strand
LOC101282199	LOC101282199	1.72	4.74	93.25	histone H2A type 2-A
LOC125960258	LOC125960258	-1.69	2.59	15.94	zinc finger protein 571
LOC101279289	TMEM63B	1.66	6.03	185.69	transmembrane protein 63B
LOC101270266	TIE1	-1.61	7.1	400.9	tyrosine kinase with immunoglobulin like and EGF like domains 1
LOC101278796	CDH19	-3.06	1.59	9.86	cadherin 19
LOC101277193	LIPE	-1.74	5.61	133.74	lipase E, hormone sensitive type
LOC101280547	LOC101280547	2.74	8.37	9360.84	uncharacterized LOC101280547
LOC101280387	HOXD4	-1.57	5.65	140.78	homeobox D4
LOC101271748	PDK1	1.04	6	192.36	pyruvate dehydrogenase kinase 1
LOC101287503	UFSP2	2.17	6.26	1772.27	UFM1 specific peptidase 2
LOC101272809	GLI3	0.93	5.85	169.78	GLI family zinc finger 3
LOC101288840	BABAM1	0.87	5.68	131.46	BRISC and BRCA1 A complex member 1
SELENOM	SELENOM	1.24	4.55	64.84	selenoprotein M
LOC101269637	MBOAT1	1.61	3.67	37.18	membrane bound O-acyltransferase domain containing 1
LOC101289779	TRIL	-1.64	5.2	99.01	TLR4 interactor with leucine rich repeats
LOC101272346	CLEC14A	-1.87	7.3	457.79	C-type lectin domain containing 14A
LOC101271396	GID8	1.2	5.16	90.12	GID complex subunit 8 homolog
LOC101281411	ACSS2	-1.01	5.04	83.46	acyl-CoA synthetase short chain family member 2
LOC101278344	LOC101278344	-1.95	2.82	22.24	cytochrome P450 4V2
LOC101283369	PTGFRN	0.96	6.52	257.61	prostaglandin F2 receptor inhibitor
LOC101289766	ANKMY2	-1.02	3.19	26.17	ankyrin repeat and MYND domain containing 2
LOC101286767	ECM2	1.22	5.64	140.75	extracellular matrix protein 2
LOC101272514	DSN1	1.1	5.47	185.21	DSN1 component of MIS12 kinetochore complex
LOC101277905	HYAL2	-1.54	5.74	149.49	hyaluronidase 2
LOC101277045	MAF	1.37	5.96	182.26	MAF bZIP transcription factor
LOC101280227	BOD1	1.21	3.5	29.34	biorientation of chromosomes in cell division 1
LOC101280146	PLCH2	-1.81	3.31	35.85	phospholipase C eta 2
LOC101282238	CMPK2	-1.16	5.83	181.12	cytidine/uridine monophosphate kinase 2
LOC101276291	FOXQ1	2.79	4.4	57.78	forkhead box Q1
LOC101273226	FAM124B	-1.59	4.41	59.14	family with sequence similarity 124 member B
LOC101270137	DYNLL2	1.46	4.78	145.32	dynein light chain LC8-type 2
LOC101288996	EIF2AK4	1.9	7	294.12	eukaryotic translation initiation factor 2 alpha kinase 4
C1H1orf174	C1H1orf174	0.98	4.05	42.18	chromosome 1 C1orf174 homolog
LOC101288227	SUCLG1	1.31	4.52	70.83	succinate-CoA ligase GDP/ADP-forming subunit alpha
LOC101281393	SF3A2	0.98	5.1	101.24	splicing factor 3a subunit 2
LOC101280884	MGMT	-1.25	5.45	121.12	O-6-methylguanine-DNA methyltransferase
LOC101278215	ARL4A	-1.57	2.93	21.72	ADP ribosylation factor like GTPase 4A
LOC101282986	MMRN2	-1.86	8.03	749.11	multimerin 2
LOC101282456	LOC101282456	3.55	1.9	10.67	histone H2A type 1-like
LOC101281974	GSK3A	0.97	5.32	108	glycogen synthase kinase 3 alpha
LOC105747713	POLR2M	1.18	3.67	34.69	RNA polymerase II subunit M
LOC101271445	PAQR5	2.88	3.69	49.46	progestin and adipoQ receptor family member 5
LOC101270509	PIK3C2A	-0.95	5.87	156.93	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 alpha
CEMIP2	CEMIP2	-1.17	4.98	92.46	cell migration inducing hyaluronidase 2
LOC101269783	NPTX2	3.32	3.93	10.07	neuronal pentraxin 2
LOC101274190	LOC101274190	4.27	2.83	18.58	histone H2B type 1-K-like
LOC125960316	LOC125960316	-1.45	4.19	82.67	uncharacterized LOC125960316
LOC101269665	EEF1B2	1.56	6.1	218.82	eukaryotic translation elongation factor 1 beta 2
LOC101269751	EDNRA	1.36	4.07	61	endothelin receptor type A
LOC101289640	PDE3A	-1.41	5.66	146.2	phosphodiesterase 3A
LOC101270884	PDCD6	1.5	5.44	111.33	programmed cell death 6
LOC101281044	ZNF606	-0.97	5.47	141.55	zinc finger protein 606
LOC101288324	RBM7	1.69	3.24	29.97	RNA binding motif protein 7
LOC101274001	MUC1	2.56	2.22	14.91	mucin 1, cell surface associated
LOC101274454	AK3	2.24	8.8	2425.16	adenylate kinase 3
LOC101289872	DESI2	1.43	5.36	139.46	desumoylating isopeptidase 2
LOC101281743	SDCBP2	4.95	1.71	10.96	syndecan binding protein 2
LOC101280913	TYMS	2.66	2.63	17	thymidylate synthetase
LOC101278248	PLEKHG4B	-1.88	3.36	28.03	pleckstrin homology and RhoGEF domain containing G4B
LOC101271289	MKX	2.62	3.13	24.93	mohawk homeobox
LOC101270403	ACTA2	-1.47	7.55	523.46	actin alpha 2, smooth muscle
LOC101269895	USP6NL	1.18	6.2	207.56	USP6 N-terminal like
LOC101277510	DPPA4	-2.48	0.79	5.63	developmental pluripotency associated 4
LOC117200819	LOC117200819	2.06	3.88	46.7	uncharacterized LOC117200819
LOC101275098	ANKRD12	1.31	7.81	657.32	ankyrin repeat domain 12
LOC101278665	RFNG	0.93	5.38	136.85	RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
LOC101280703	FGFBP1	4.61	3.83	9.45	fibroblast growth factor binding protein 1
LOC101289497	SH3GL1	1.18	7.3	372.6	SH3 domain containing GRB2 like 1, endophilin A2
LOC101274772	GRHL2	3.62	3.59	31.01	grainyhead like transcription factor 2
LOC101271830	NEURL4	-1.33	6.23	220.21	neuralized E3 ubiquitin protein ligase 4
LOC101272071	SLC2A1	1.92	5.55	147.33	solute carrier family 2 member 1
LOC101275160	FZD2	1.93	2.36	15.75	frizzled class receptor 2
LOC101278799	PCOLCE	1.45	8.65	1186.75	procollagen C-endopeptidase enhancer
LOC101281273	ITGA8	-1.55	5.22	99.41	integrin subunit alpha 8
LOC101290288	KDR	-1.42	7.62	587.68	kinase insert domain receptor
LOC101280395	HRCT1	-1.22	5.16	97.75	histidine rich carboxyl terminus 1
PRXL2B	PRXL2B	-1.95	4.92	85.77	peroxiredoxin like 2B
LOC101270499	NUDT19	1.53	4.69	78.25	nudix hydrolase 19
LOC101275200	SNU13	1.2	4.2	86.43	small nuclear ribonucleoprotein 13
LOC101280420	PROM2	2.75	3.92	44.12	prominin 2
LOC101279541	MKNK2	1.3	6.81	340.21	MAPK interacting serine/threonine kinase 2
LOC101289869	LMO7	3.98	5.24	35.8	LIM domain 7
LOC101270668	STXBP3	-1.02	5.04	98.33	syntaxin binding protein 3
LOC101281462	OSBPL3	-1.1	4.49	68.66	oxysterol binding protein like 3
LOC101286222	LRRC32	-1.67	6.42	256.37	leucine rich repeat containing 32
LOC101284701	BMP6	-1.71	5.85	183.32	bone morphogenetic protein 6
LOC101284315	EHD3	-1.38	3.81	37.51	EH domain containing 3
LOC101289839	PHF5A	1.49	4.14	51.44	PHD finger protein 5A
LOC101283178	ADCY5	-1.69	5.71	159.17	adenylate cyclase 5
LOC101280169	LOC101280169	1.85	3.43	32.7	eukaryotic translation initiation factor 3 subunit H-like
LOC101276181	ZNF341	-1.28	4.83	79.39	zinc finger protein 341
LOC101289443	FHDC1	2.74	3.85	19.63	FH2 domain containing 1
LOC101270269	GPR64	2.13	5.7	355.97	adhesion G protein-coupled receptor G2
LOC101278239	CA10	-2.31	1.84	14.35	carbonic anhydrase 10
LOC101272915	NHP2	1.46	3.56	35.14	NHP2 ribonucleoprotein
LOC101287896	RASIP1	-1.49	7.15	429.7	Ras interacting protein 1
LOC101274535	RCN2	1.63	4.56	71.96	reticulocalbin 2
LOC101279909	ERICH5	1.91	3.96	50.72	glutamate rich 5
LOC101288049	DUSP7	1.24	6.08	183.11	dual specificity phosphatase 7
LOC101273138	ZMYND11	1.07	6.25	221.05	zinc finger MYND-type containing 11
LOC101288628	NPR1	-1.73	5.63	141.15	natriuretic peptide receptor 1
LOC101272755	EDARADD	2.01	5.08	67.75	EDAR associated death domain
LOC101287582	LYRM4	1.63	2.77	19.71	LYR motif containing 4
LOC125964066	LOC125964066	1.49	4.05	51.52	protein Tob1
LOC101284638	RORC	1.27	3.33	26.38	RAR related orphan receptor C
LOC101274737	RCN3	1.06	6.24	227.98	reticulocalbin 3
LOC101282100	HSDL1	1.28	3.64	44.45	hydroxysteroid dehydrogenase like 1
LOC101289495	LOC101289495	1.19	3.79	39.23	cytochrome c oxidase subunit 5A, mitochondrial
LOC101270573	MAP3K9	2.16	5.09	115.91	mitogen-activated protein kinase kinase kinase 9
LOC101282226	ARRDC4	1.03	5.01	99.45	arrestin domain containing 4
LOC101271792	SLC2A3	-1.34	5.58	142.36	solute carrier family 2, facilitated glucose transporter member 3
LOC101269180	RPL5	1.22	7.5	572.07	ribosomal protein L5
LOC101276539	ANPEP	1.46	4.56	65.74	alanyl aminopeptidase, membrane
LOC101285734	SSR1	0.88	6.65	207.47	signal sequence receptor subunit 1
LOC101272362	FAM186B	-1.18	3.62	33.65	family with sequence similarity 186 member B
LOC101282045	UNC5D	-3.89	1.42	10.17	unc-5 netrin receptor D
LOC101274299	RAPH1	1.29	8.23	986.94	Ras association (RalGDS/AF-6) and pleckstrin homology domains 1
LOC101275005	KCNMB1	-2.81	1.29	5.76	potassium calcium-activated channel subfamily M regulatory beta subunit 1
LOC101271134	RPL13	1.1	8.78	1174.71	ribosomal protein L13
LOC101274906	PTP4A2	0.93	7.03	363.72	protein tyrosine phosphatase 4A2
LOC101279750	PPP2R2B	-2.46	1.88	11.24	protein phosphatase 2 regulatory subunit Bbeta
LOC101286435	RHBDL3	-2.45	2.37	13.85	rhomboid like 3
LOC101282762	PCDHA5	-2.06	1.33	7.54	protocadherin alpha-5
LOC101278823	FXN	1.15	3.71	37.52	frataxin
LOC101279445	SHE	-1.41	6.05	190.1	Src homology 2 domain containing E
LOC101276667	EIF3A	0.97	7.91	621.21	eukaryotic translation initiation factor 3 subunit A
LOC101280330	AP1M2	4.82	3.02	21.02	adaptor related protein complex 1 subunit mu 2
YJU2	YJU2	1.32	5.06	89.65	YJU2 splicing factor homolog
LOC101282732	SNCG	-1.34	4.55	61.53	synuclein gamma
LOC101284039	ZNF652	1.04	5.44	139.78	zinc finger protein 652
LOC101273526	SCNN1G	3.42	2.32	13.11	sodium channel epithelial 1 subunit gamma
LOC101273055	LOC101273055	-1.44	4.7	79.23	uncharacterized LOC101273055
LOC101280214	AIF1L	-1.77	6.35	282.33	allograft inflammatory factor 1 like
LOC101288785	RUNX1	1.66	2.28	12.94	RUNX family transcription factor 1
LOC101275132	SEMA3D	2.14	3.7	39.69	semaphorin 3D
LOC101282346	FBLN1	1.37	6.66	301.6	fibulin 1
LOC101286807	FMNL3	-1.26	5.88	175.16	formin like 3
LOC101282626	LOC101282626	1.04	6.81	302.13	histone H1.10
LOC101270460	RUBCNL	2.49	2.72	21.66	rubicon like autophagy enhancer
LOC101280154	TEK	-1.67	6.67	295.26	TEK receptor tyrosine kinase
LOC101270905	TMEM30B	2.63	2.59	15.31	transmembrane protein 30B
LOC101269807	KRT8	-2.68	1.81	11.59	keratin 8
LOC101287011	LYZ	4.19	1.81	11.13	lysozyme
LOC101272038	PDXP	1.48	4.98	90.65	chronophin
LOC101269317	RAB27A	-1.39	3.85	45.41	RAB27A, member RAS oncogene family
LOC101282783	TMEM147	1.2	5.05	103.53	transmembrane protein 147
LOC101287858	RGS12	2.2	7.25	219.96	regulator of G protein signaling 12
LOC101278767	LOC101278767	-1.58	7.02	362.32	amine oxidase copper containing 3
LOC101276949	LAMP1	0.98	6.79	378.03	lysosomal associated membrane protein 1
LOC101273873	SEC13	0.97	5.74	149.29	SEC13 homolog, nuclear pore and COPII coat complex component
LOC101281672	ANKH	1.16	6.58	226.42	ANKH inorganic pyrophosphate transport regulator
LOC101286939	SH3TC1	-1.53	5.71	148.96	SH3 domain and tetratricopeptide repeats 1
LOC101278453	PPM1B	1.51	6.88	349.23	protein phosphatase, Mg2+/Mn2+ dependent 1B
LOC101280768	BTNL9	-2.07	6.93	321.21	butyrophilin like 9
LOC101270558	PARP14	-1.06	5.43	129.18	protein mono-ADP-ribosyltransferase PARP14
LOC101274435	TMEM255B	-1.73	3.14	22.42	transmembrane protein 255B
LOC101281186	ELTD1	-1.71	4.69	74.95	adhesion G protein-coupled receptor L4
LOC101281376	MED19	1.4	3.07	26.18	mediator complex subunit 19
LOC101281555	ADAM9	-1.03	5.09	95.9	ADAM metallopeptidase domain 9
LOC101286451	RPL22L1	1.75	5.69	156.13	ribosomal protein L22 like 1
LOC101288265	KLF7	-1.16	6.11	218.51	KLF transcription factor 7
LOC101273237	SPI1	1.88	2.87	19.01	Spi-1 proto-oncogene
LOC101280545	ASAH2	-1.39	3.58	31.23	N-acylsphingosine amidohydrolase 2
LOC101281110	ZC3H14	1.14	5.37	116.85	zinc finger CCCH-type containing 14
LOC101283305	EGFL7	-1.82	7.89	690.63	EGF like domain multiple 7
LOC101286591	NACC2	-1.17	5.58	132.48	NACC family member 2
LNPK	LNPK	1.29	3.93	41.66	lunapark, ER junction formation factor
LOC101269976	ITGA11	1.48	6.36	254	integrin subunit alpha 11
LOC101273447	PTBP1	1.04	7.4	538.54	polypyrimidine tract binding protein 1
LOC101275012	FIGNL2	-1.67	5.42	122.55	fidgetin like 2
LOC101282439	PAXBP1	-1.16	5.38	122.96	PAX3 and PAX7 binding protein 1
LOC101271353	BMPER	-1.91	3.3	27.91	BMP binding endothelial regulator
LOC101272408	LZTFL1	1.65	3.23	29.41	leucine zipper transcription factor like 1
LOC101287332	HDAC10	-1.29	4.9	86.99	histone deacetylase 10
LOC101286804	ST3GAL6	-1.07	5.57	172.27	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
LOC101284872	NHSL1	1.19	6.4	232.49	NHS like 1
LOC101269763	USP53	1.16	5.05	92.6	ubiquitin specific peptidase 53
LOC101276172	PRICKLE4	-1.38	4.97	89.92	prickle planar cell polarity protein 4
LOC101282230	TFG	1.13	4.9	84.17	trafficking from ER to golgi regulator
LOC101287844	PRELID3B	1.51	3.44	34.43	PRELI domain containing 3B
LOC101283600	ARL8B	1.07	4.93	85.42	ADP ribosylation factor like GTPase 8B
LOC101276882	JADE3	-0.99	4.83	105.7	jade family PHD finger 3
LOC101277960	MAN1A1	-1.46	6.07	210.74	mannosidase alpha class 1A member 1
LOC101281728	BLOC1S2	1.76	2.89	21.88	biogenesis of lysosomal organelles complex 1 subunit 2
LOC101269472	TRIP13	1.68	2.4	12.34	thyroid hormone receptor interactor 13
LOC101273718	TSPAN3	1.1	6.74	255.92	tetraspanin 3
LOC101274758	TAGLN3	-1.49	2.94	19.77	transgelin 3
LOC101275284	PPAN	1.01	5.81	169.28	purinergic receptor P2Y11
LOC101275795	YBX3	1.2	7.78	627.51	Y-box binding protein 3
LOC101275804	EPN3	2.29	4.13	30.23	epsin 3
LOC101289330	TPT1	1.16	9.36	1924.47	tumor protein, translationally-controlled 1
LOC101281087	PAX7	2.69	2.11	15.09	paired box 7
LOC101281472	LSM12	1.16	4.74	58.83	LSM12 homolog
LOC101270578	EXPH5	1.8	5.42	139.17	exophilin 5
LOC101271334	XYLT1	1.26	7.6	544.32	xylosyltransferase 1
LOC101281956	EXO5	-1.42	2.39	13.76	exonuclease 5
LOC101285704	TMTC4	-0.88	5.13	93.52	transmembrane O-mannosyltransferase targeting cadherins 4
LOC101279700	MEDAG	1.31	5.66	146.76	mesenteric estrogen dependent adipogenesis
LOC101270663	RNF17	-1.13	3.44	30.18	ring finger protein 17
LOC101273397	PLEK	1.82	2.82	22.79	pleckstrin
LOC101280287	VPS13A	-0.88	6.65	295.25	vacuolar protein sorting 13 homolog A
LOC101272026	CSPG4	-1.51	8.96	1395.09	chondroitin sulfate proteoglycan 4
LOC101280155	RPL30	1.46	8.28	926.32	ribosomal protein L30
LOC101270749	LXR	-1.02	4.93	83.25	nuclear receptor subfamily 1 group H member 3
LOC101289479	SOCS1	2.16	1.36	6.61	suppressor of cytokine signaling 1
LOC101279377	ERC2	-1.91	3.52	30.34	ELKS/RAB6-interacting/CAST family member 2
LOC101280521	SRPX	1.47	3.73	36.31	sushi repeat containing protein X-linked
LOC117195960	SERP1	0.98	5.8	164.73	stress associated endoplasmic reticulum protein 1
LOC101280439	SERTM1	2.21	2.23	22.83	serine rich and transmembrane domain containing 1
LOC101286677	RAB27B	3.77	2.04	13.05	RAB27B, member RAS oncogene family
LOC101289893	MECOM	-1.44	5.4	111.19	MDS1 and EVI1 complex locus
LOC101285307	PTGIS	-1.27	6.66	350.74	prostaglandin I2 synthase
LOC101281355	CBX7	-1.16	6.45	240.38	chromobox 7
LOC101280715	KLHL32	1.42	3.7	40.17	kelch like family member 32
LOC101275370	MICAL2	1.1	6.4	234.04	microtubule associated monooxygenase, calponin and LIM domain containing 2
CIAO2B	CIAO2B	1.73	2.91	19.11	cytosolic iron-sulfur assembly component 2B
LOC101287392	GAREM1	1.24	4.94	98.94	GRB2 associated regulator of MAPK1 subtype 1
LOC101275089	SRC	1.31	5.7	145.09	SRC proto-oncogene, non-receptor tyrosine kinase
LOC101279564	RAB38	2.77	4.87	81.29	RAB38, member RAS oncogene family
LOC101272274	FABP4	-1.78	7.48	512.02	fatty acid-binding protein, adipocyte
LOC101287571	CALCRL	-1.46	4.97	92.77	calcitonin receptor like receptor
LOC101269950	IGF1	1.85	5.55	143.32	insulin like growth factor 1
LOC101280712	NDUFV3	1.11	4.3	54.65	NADH:ubiquinone oxidoreductase subunit V3
LOC101282446	LOC101282446	3.06	4.08	48	histone H3
LOC101284487	ENTPD1	-1.3	4.84	92.08	ectonucleoside triphosphate diphosphohydrolase 1
LOC101289112	TSPAN13	-1.29	4.38	56.29	tetraspanin 13
LOC101287527	PRKX	0.95	6.35	232.61	protein kinase cAMP-dependent X-linked catalytic subunit
LOC101286634	MRPL40	0.94	3.49	34.34	mitochondrial ribosomal protein L40
LOC101274605	RNF144A	-1.12	5.78	224.47	ring finger protein 144A
LOC101282784	SLC7A11	2.3	4.06	43.94	solute carrier family 7 member 11
LOC101274935	NXPH4	1.84	2.24	14.95	neurexophilin 4
LOC101280629	ADAMTS7	-1.42	6.17	206.41	ADAM metallopeptidase with thrombospondin type 1 motif 7
LOC101276780	NIPA1	-1.04	3.41	32.95	NIPA magnesium transporter 1
LOC101272991	GNL2	0.97	4.7	71.08	G protein nucleolar 2
LOC101276624	SH3TC2	-1.26	4.2	48.14	SH3 domain and tetratricopeptide repeats 2
LOC101279408	TMEM120B	-1.44	6.09	182.21	transmembrane protein 120B
LOC117199116	LOC117199116	1.45	4.25	69.27	uncharacterized LOC117199116
LOC101274359	ZCCHC12	-1.65	2.76	17.29	zinc finger CCHC-type containing 12
LOC101273672	TTLL7	-1.61	3.54	33.37	tubulin tyrosine ligase like 7
LOC101286241	DAPK1	1.2	5.3	109.08	death associated protein kinase 1
LOC101281057	FBXW5	0.92	5.76	144.57	F-box and WD repeat domain containing 5
C6H9orf78	C6H9orf78	1.12	4.04	41.14	chromosome 6 C9orf78 homolog
LOC101278730	GREB1L	-1.48	3.85	39.15	GREB1 like retinoic acid receptor coactivator
LOC101273094	RIPK2	1.39	3.43	52.66	receptor interacting serine/threonine kinase 2
LOC101272370	TLE3	2.08	6.67	212.04	TLE family member 3, transcriptional corepressor
LOC101275570	PHKA1	-0.93	4.99	88.25	phosphorylase kinase regulatory subunit alpha 1
LOC101270865	SLC46A2	2.33	2.76	18.34	solute carrier family 46 member 2
LOC101273194	PRDX6	1.07	5.54	161.44	peroxiredoxin 6
LOC101285072	FLNB	-1.06	8.8	1327.39	filamin B
LOC101275817	PPP1R14A	-2.04	3.28	25.23	protein phosphatase 1 regulatory inhibitor subunit 14A
LOC101276168	TMEM11	1.54	4.57	80.68	transmembrane protein 11
LOC101286645	CCNI	1.27	6.81	335.79	cyclin I
LOC101288160	HID1	-1.56	6.54	288.88	HID1 domain containing
LOC101271981	MROH6	2.11	4.62	69.96	maestro heat like repeat family member 6
LOC101275625	PCYOX1L	1.3	4.15	51.91	prenylcysteine oxidase 1 like
LOC101276764	ENO1	1.11	7.1	365.27	enolase 1
LOC101278882	SRR	-1.29	3.66	34.45	serine racemase
LOC105747727	ZNF444	-1.29	4.45	72.93	zinc finger protein 444
LOC101275551	SMIM10L1	1.59	3.77	91.21	small integral membrane protein 10 like 1
LOC101276639	SP140	-1.03	6.49	243.94	nuclear body protein SP140
LOC101284747	EML2	-1.02	5.54	126.55	EMAP like 2
LOC101273520	CDCA7	2.59	1.67	8.47	cell division cycle associated 7
LOC101288422	BRAP	1.01	5.2	95.15	BRCA1 associated protein
LOC101276956	CHMP1B	0.84	6.42	194.96	charged multivesicular body protein 1B
LOC101280410	RPS20	1.23	8.7	1056.63	ribosomal protein S20
LOC101274983	RNF165	-1.62	4.12	45.58	ring finger protein 165
LOC101273796	RPS6KA2	-1.2	6.37	239.49	ribosomal protein S6 kinase A2
LOC101272141	YTHDF1	1.04	4.64	71.74	YTH N6-methyladenosine RNA binding protein 1
LOC101270562	PEX5	-0.94	5.67	142.11	peroxisomal biogenesis factor 5
LOC101272221	LOC101272221	-1.58	7.68	613.11	CD36 molecule
LOC101272376	PRKACA	0.85	5.72	139.78	protein kinase cAMP-activated catalytic subunit alpha
LOC101269775	LOC101269775	1.3	4.58	72.59	GLIS family zinc finger 3
LOC101278271	SHROOM4	-1.41	6.59	298.25	shroom family member 4
LOC101278184	LMNTD2	1.72	2.29	13.68	lamin tail domain containing 2
LOC101271737	SETBP1	0.81	7.22	632.55	SET binding protein 1
LOC101281018	RACK1	1.32	8.37	927.45	receptor for activated C kinase 1
LOC101286642	RPS6KB2	1.08	4.97	87.12	ribosomal protein S6 kinase B2
LOC101290054	RBM12B	-1.44	5.67	147.2	RNA binding motif protein 12B
LOC101280487	KLRG2	2.71	5.19	133.41	killer cell lectin like receptor G2
LOC101272708	FBXL2	-1.73	2.91	20.64	F-box and leucine rich repeat protein 2
LOC101276068	DBN1	0.92	6.33	255.19	drebrin 1
LOC101275997	KIF22	2.57	2.79	17.33	kinesin family member 22
LOC101277001	ATP10D	-0.89	5.66	135.96	ATPase phospholipid transporting 10D (putative)
LOC101283278	GLDN	-2.1	3.03	22.73	gliomedin
LOC101288852	SMOC1	-2.13	4.29	53.62	SPARC related modular calcium binding 1
LOC101270696	SEMA3G	-1.89	5.54	123.18	semaphorin 3G
LOC101277328	COPS3	1.21	4.62	78.08	COP9 signalosome subunit 3
LOC105748420	LOC105748420	-2.22	2.03	13.07	collagen alpha-1(I) chain
LOC101271600	NIN	-0.67	7.02	384.19	ninein
LOC101276515	SDF4	0.87	7.42	528.25	stromal cell derived factor 4
LOC117198241	ZNF792	-1.11	4.56	76.2	zinc finger protein 792
C1H1orf53	C1H1orf53	1.41	2.9	23.42	chromosome 1 C1orf53 homolog
LOC101281148	LOC101281148	-1.85	1.22	6.16	gametogenetin-binding protein 1-like
LOC101269570	NDUFB7	0.98	4.19	53.28	NADH:ubiquinone oxidoreductase subunit B7
LOC101289124	ATL2	-0.97	5.6	86.32	atlastin GTPase 2
LOC101286074	LNPEP	-0.94	5.05	94.85	leucyl and cystinyl aminopeptidase
LOC101283577	HSD3B7	1.07	4.42	55.38	hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7
LOC101283166	TBCD	-0.92	7.7	569.22	tubulin folding cofactor D
LOC101285894	HDAC9	-1.34	3.51	30.03	histone deacetylase 9
LOC101275791	POLR2F	1.12	4.56	67.11	RNA polymerase II, I and III subunit F
LOC101273856	QSOX1	2.07	6.05	184.14	quiescin sulfhydryl oxidase 1
LOC101274016	SCNN1B	3.67	3.74	36.05	sodium channel epithelial 1 subunit beta
LOC101272425	MED16	0.88	7.01	352.6	mediator complex subunit 16
LOC101287667	BMPR1B	1.66	3.5	30.14	bone morphogenetic protein receptor type 1B
LOC101276368	ABLIM3	-1.4	6.85	364.52	actin binding LIM protein family member 3
LOC101281769	LOC101281769	-1.16	6.15	210.67	interferon-induced very large GTPase 1-like
LOC101273038	TF	-2.26	5.1	88.68	transferrin
LOC101271111	FAM131B	-2.3	3.21	24.87	family with sequence similarity 131 member B
LOC101285965	SLC27A1	-1.05	5.27	121.69	solute carrier family 27 member 1
LOC101288567	SLCO1A2	-2.72	1.5	7.97	solute carrier organic anion transporter family member 1A2
LOC101284614	LOC101284614	1.04	6.51	199.35	core histone macro-H2A.1
C7H2orf76	C7H2orf76	2.15	0.9	4.51	chromosome 7 C2orf76 homolog
LOC101272528	LYPD6	2.57	2.38	13.91	LY6/PLAUR domain containing 6
LOC101279589	DDHD1	-0.94	5.49	133.8	DDHD domain containing 1
GARS1	GARS1	0.96	5.91	175.11	glycyl-tRNA synthetase 1
LOC101272689	LOC101272689	2.94	3.35	27.61	histone H2A type 1-J
LOC101270326	ITPK1	-1	5.91	138.87	inositol-tetrakisphosphate 1-kinase
